,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Period
237,BackS007493,-41.1354,1.2732,7.076e-14,5.558e-14,2.494e-14,0.0,9.42,1,45.2463912394226
238,BackS007540,-41.1465,1.3563,2.576e-17,1.949e-17,7.964e-18,-0.0,10.5,1,25.214979195561718
239,BackS007562,-41.1438,1.2788,1e-13,9.22e-14,5.764e-14,-0.0,8.88,1,44.01937046004842
240,BackS007566,-41.1682,1.4653,1.676e-17,1.291e-17,5.604e-18,0.0,12.75,1,27.37127371273713
241,BackS007570,-41.1723,1.4851,1.525e-17,1.169e-17,4.935e-18,0.0,12.95,1,27.045522166022014
242,BackS007576,-41.1367,1.2195,1.272e-17,1.015e-17,4.568e-18,0.001,8.14,1,28.116300649551498
243,BackS007580,-41.1355,1.2077,1.755e-17,1.331e-17,5.524e-18,-0.0,8.09,1,27.110050700864896
244,BackS007599,-41.135,1.2417,7.111e-14,6.218e-14,3.29e-14,0.0,8.63,1,46.73521850899743
245,BackS007614,-41.175,1.4143,5.449e-14,4.339e-14,1.955e-14,-0.0,11.56,1,45.2463912394226
246,BackS007620,-41.161,1.3848,2.496e-17,1.908e-17,8.192e-18,-0.0,10.99,1,24.721240141419635
247,BackS007624,-41.1623,1.3584,1.733e-17,1.391e-17,6.273e-18,-0.001,10.59,1,24.965668772315297
248,BackS007633,-41.1539,1.2938,7.397e-14,6.252e-14,3.214e-14,0.001,9.54,1,44.36310395314788
249,BackS007642,-41.1417,1.2415,2.659e-17,2.02e-17,8.563e-18,-0.0,8.84,1,25.555243182457126
250,BackS007661,-41.1808,1.5469,3.055e-17,2.378e-17,1.018e-17,0.0,13.29,1,25.526537489469252
251,BackS007782,-39.9228,3.4087,7.844e-14,6.167e-14,2.726e-14,-0.001,20.37,1,45.066931085770946
252,BackS007980,-39.9076,3.3519,8.98e-14,7.15e-14,3.39e-14,0.0,18.36,1,43.513642891335564
253,BackS007984,-39.9182,3.3937,1.177e-13,9.437e-14,4.309e-14,-0.0,19.15,1,42.06385932438686
254,BackS008027,-39.8875,3.42,9.811e-14,7.357e-14,3.053e-14,-0.001,20.14,1,42.53626579316799
255,BackS008113,-39.8891,3.398,2.292e-17,1.732e-17,7.464e-18,0.001,18.83,1,28.012326656394453
256,BackS008135,-39.9354,3.4084,1.121e-13,9.579e-14,5.13e-14,-0.0,20.02,1,44.36310395314788
257,BackS008221,-39.9404,3.3802,7.157e-14,6.244e-14,3.371e-14,0.0,18.67,1,44.88888888888889
258,BackS008258,-39.9628,3.3993,2.444e-17,1.817e-17,7.53e-18,0.0,19.8,1,27.240035960443514
259,BackS008329,-39.846,3.3878,7.417e-14,6.379e-14,3.448e-14,0.0,18.95,1,44.71224790949336
260,BackS008363,-39.9961,3.3994,3.065e-17,2.355e-17,1.011e-17,0.0,19.77,1,26.3249348392702
261,BackS008369,-40.0007,3.4046,1.811e-17,1.417e-17,5.968e-18,-0.001,20.01,1,27.772685609532537
262,BackS008407,-39.8138,3.4024,5.81e-14,4.834e-14,2.433e-14,0.0,19.36,1,45.8859162039374
263,BackS008421,-39.7947,3.3769,6.703e-14,5.416e-14,2.55e-14,-0.0,19.07,1,44.536991670749636
264,BackS008426,-40.0255,3.4348,6.972e-14,5.422e-14,2.274e-14,0.0,20.32,1,45.156482861400896
265,BackS008430,-39.7956,3.3562,3.448e-17,2.636e-17,1.102e-17,-0.0,18.71,1,24.910934502603453
266,BackS008435,-39.8028,3.3451,2.25e-17,1.719e-17,6.957e-18,0.0,18.49,1,25.787234042553187
267,BackS008459,-39.8261,3.2884,1.907e-17,1.433e-17,5.919e-18,0.001,18.22,1,26.822071407494835
268,BackS008460,-39.9946,3.5166,3.538e-17,2.711e-17,1.129e-17,-0.001,20.96,1,23.06521187515859
269,BackS008463,-39.9875,3.5277,1.455e-17,1.152e-17,5.04e-18,0.0,21.03,1,26.113185866130422
270,BackS008473,-39.8695,3.2663,1.82e-17,1.422e-17,6.269e-18,-0.0,17.97,1,27.110050700864896
271,BackS008480,-39.9231,3.5414,3.57e-17,2.679e-17,1.111e-17,-0.001,21.02,1,23.64109232769831
272,BackS008504,-39.8021,3.3626,1.691e-17,1.315e-17,5.744e-18,0.0,18.69,1,25.612848689771766
273,BackS008520,-39.8119,3.3374,7.154e-14,5.519e-14,2.47e-14,-0.0,18.32,1,45.2463912394226
274,BackS008522,-39.796,3.3221,1.498e-17,1.141e-17,4.904e-18,-0.0,18.35,1,28.756722556153115
275,BackS008528,-40.004,3.4908,1.062e-17,8.223e-18,3.661e-18,-0.001,20.9,1,25.84589138470287
276,BackS008554,-39.9492,3.5429,1.168e-13,9.126e-14,4.074e-14,0.0,21.08,1,42.456795889771136
277,BackS008559,-39.8897,3.2576,2.236e-17,1.669e-17,6.948e-18,-0.0,18.1,1,27.637579811492852
278,BackS008573,-39.8687,3.5286,1.631e-17,1.233e-17,5.147e-18,0.0,20.85,1,26.917382291975123
279,BackS008691,-42.3365,3.5439,6.412e-14,6.096e-14,4.01e-14,0.0,15.12,1,45.156482861400896
280,BackS008794,-42.3023,3.456,8.931e-14,6.815e-14,2.785e-14,-0.0,12.7,1,43.100995732574674
281,BackS009024,-42.2978,3.512,6.073e-14,6.08e-14,4.429e-14,-0.0,14.43,1,46.25954198473282
282,BackS009043,-42.3392,3.4868,1.095e-13,9.297e-14,4.752e-14,0.0,14.44,1,43.513642891335564
283,BackS009109,-42.3334,3.4836,1.314e-17,1.011e-17,4.19e-18,-0.0,13.92,1,27.943436827543803
284,BackS009143,-42.2674,3.4779,4.123e-17,3.107e-17,1.313e-17,-0.001,12.59,1,24.829281617044522
285,BackS009149,-42.3477,3.4995,1.125e-13,8.475e-14,3.524e-14,-0.0,14.91,1,41.90871369294606
286,BackS009170,-42.3153,3.4942,4.164e-17,3.14e-17,1.3e-17,0.0,10.27,1,24.64082407156411
287,BackS009174,-42.334,3.5143,9.919e-14,9.177e-14,5.775e-14,-0.0,15.0,1,43.01940369143398
288,BackS009175,-42.2959,3.4723,2.126e-17,1.668e-17,7.16e-18,-0.0,12.84,1,26.3249348392702
289,BackS009178,-42.2909,3.4729,1.47e-13,1.126e-13,4.884e-14,0.0,12.8,1,41.90871369294606
290,BackS009180,-42.3431,3.518,2.114e-17,1.65e-17,6.938e-18,0.001,15.23,1,25.131324301907654
291,BackS009187,-42.3606,3.5179,1.729e-17,1.34e-17,6.028e-18,0.001,15.22,1,25.355648535564853
292,BackS009204,-42.3862,3.4961,4.278e-14,3.59e-14,1.828e-14,-0.0,14.94,1,47.02534919813761
293,BackS009214,-42.2493,3.5198,2.528e-17,1.952e-17,8.416e-18,-0.0,13.43,1,24.507953626314368
294,BackS009235,-42.3167,3.58,1.018e-17,8.024e-18,3.678e-18,-0.0,14.83,1,27.01337295690936
295,BackS009236,-42.3072,3.4055,2.925e-17,2.299e-17,1.024e-17,0.0,12.97,1,23.739879864194307
296,BackS009237,-42.3022,3.4069,2.96e-17,2.28e-17,9.794e-18,-0.0,13.02,1,25.383970957833004
297,BackS009248,-42.2415,3.3977,1.743e-17,1.362e-17,6.194e-18,0.001,12.48,1,25.584013509710104
298,BackS009258,-42.1898,3.4111,3.356e-17,2.552e-17,1.066e-17,0.0,12.44,1,23.159235668789808
299,BackS009267,-42.4829,3.5552,4.829e-14,5.007e-14,3.888e-14,0.001,15.37,1,46.25954198473282
300,BackS009294,-42.4481,3.4008,1.489e-17,1.134e-17,4.756e-18,0.0,13.97,1,28.15113038092289
301,BackS009330,-42.3639,3.5094,1.535e-17,1.172e-17,5.104e-18,0.001,15.16,1,25.412356723511323
302,BackS009343,-42.3876,3.4961,2.403e-17,1.842e-17,7.81e-18,0.0,14.67,1,25.87532023911187
303,BackS009364,-42.3641,3.4562,2.168e-17,1.66e-17,6.842e-18,0.0,13.66,1,25.131324301907654
304,BackS009370,-42.3561,3.4422,4.529e-14,4.448e-14,3.129e-14,0.0,13.69,1,47.51698902247779
305,BackS009377,-42.3342,3.4299,2.489e-17,1.937e-17,8.614e-18,0.001,13.35,1,24.99312620291449
306,BackS009378,-42.2958,3.5661,1.603e-17,1.247e-17,5.461e-18,-0.0,14.54,1,27.604008502884906
307,BackS009405,-42.403,3.5786,1.156e-17,9.11e-18,4.005e-18,0.001,15.2,1,27.977839335180054
308,BackS009416,-42.184,3.4075,2.603e-17,2.003e-17,8.341e-18,-0.001,12.47,1,26.083213773314206
309,BackS009421,-42.147,3.4153,2.261e-17,1.738e-17,7.225e-18,0.0,12.49,1,25.699745547073793
310,BackS009431,-42.1619,3.454,3.906e-14,3.262e-14,1.616e-14,-0.0,12.63,1,48.22281167108753
311,BackS009448,-42.1386,3.5121,2.445e-17,1.86e-17,7.895e-18,-0.001,13.25,1,26.203516863649465
312,BackS009449,-42.1722,3.5374,1.338e-17,1.055e-17,4.76e-18,0.001,13.57,1,27.671232876712324
313,BackS009483,-42.3212,3.336,1.386e-17,1.075e-17,4.523e-18,-0.0,13.24,1,26.63346029885731
314,BackS009878,-38.1654,1.3439,9.614e-18,7.653e-18,3.494e-18,0.0,13.82,1,27.604008502884906
315,BackS009929,-38.1589,1.3311,1.88e-17,1.462e-17,6.16e-18,0.0,13.91,1,25.103562551781273
316,BackS009966,-38.212,1.3194,3.778e-14,3.535e-14,2.284e-14,0.001,12.45,1,47.71653543307086
317,BackS010049,-38.1317,1.3152,9.515e-14,7.676e-14,3.671e-14,0.0,12.94,1,43.934267762203966
318,BackS010057,-38.2092,1.3271,8.959e-14,6.964e-14,3.08e-14,0.0,12.79,1,43.59712230215827
319,BackS010085,-38.1412,1.3176,1.37e-17,1.09e-17,4.888e-18,0.0,13.1,1,27.806668706026304
320,BackS010108,-38.1296,1.314,3.482e-14,3.284e-14,2.12e-14,-0.001,13.01,1,48.635634028892454
321,BackS010223,-38.1032,1.3125,2.904e-17,2.205e-17,9.14e-18,-0.001,12.89,1,25.44080604534005
322,BackS010227,-38.0993,1.3151,1.697e-17,1.322e-17,5.794e-18,-0.0,12.99,1,26.54014598540146
323,BackS010229,-38.0946,1.3177,3.344e-17,2.542e-17,1.035e-17,0.0,13.16,1,23.81451401624312
324,BackS010234,-38.094,1.3223,2.422e-17,1.863e-17,7.87e-18,0.0,13.21,1,23.567539538501425
325,BackS010236,-38.0978,1.3252,2.228e-17,1.726e-17,7.606e-18,-0.0,13.42,1,25.412356723511323
326,BackS010258,-38.0919,1.3565,1.53e-17,1.202e-17,5.333e-18,0.001,13.57,1,27.272727272727273
327,BackS010265,-38.2634,1.2795,2.449e-17,1.9e-17,8.39e-18,0.0,11.97,1,25.46931913701317
328,BackS010270,-38.2607,1.2691,1.379e-17,1.082e-17,4.691e-18,-0.001,11.9,1,28.221049363551693
329,BackS010282,-38.254,1.2453,1.391e-17,1.062e-17,4.466e-18,-0.001,11.64,1,27.470534904805074
330,BackS010291,-38.1248,1.409,1.344e-17,1.016e-17,4.335e-18,-0.001,14.22,1,27.305497146290175
331,BackS010295,-38.1333,1.4166,3.133e-17,2.351e-17,9.563e-18,0.0,14.24,1,25.84589138470287
332,BackS010296,-38.2294,1.2186,1.195e-17,9.266e-18,4.055e-18,-0.0,11.5,1,27.37127371273713
333,BackS010299,-38.2206,1.2236,2.186e-17,1.701e-17,7.618e-18,0.0,11.54,1,25.81652939505822
334,BackS010303,-38.2083,1.2197,2.595e-17,1.995e-17,8.373e-18,-0.0,11.5,1,24.56092947851932
335,BackS010305,-38.2035,1.2219,1.262e-17,9.979e-18,4.463e-18,0.001,11.51,1,27.404280976786254
336,BackS010315,-38.192,1.4225,2.768e-17,2.095e-17,8.831e-18,0.001,14.17,1,25.327389244915018
337,BackS010333,-38.1004,1.2343,1.469e-17,1.143e-17,5.049e-18,-0.001,11.93,1,27.20742292726728
338,BackS010357,-38.0385,1.332,1.538e-17,1.171e-17,5.072e-18,-0.0,13.19,1,25.584013509710104
339,BackS010358,-38.3294,1.3026,2.467e-17,1.936e-17,8.506e-18,0.001,12.42,1,23.965199050883207
340,BackS010359,-38.3253,1.2945,2.064e-17,1.572e-17,6.672e-18,0.0,12.12,1,25.555243182457126
341,BackS010362,-38.3247,1.2775,1.356e-17,1.071e-17,4.728e-18,0.0,12.08,1,26.54014598540146
342,BackS010381,-38.254,1.1839,1.956e-17,1.57e-17,7.14e-18,-0.001,11.33,1,25.934379457917263
343,BackS010395,-38.2588,1.31,2.005e-17,1.555e-17,6.586e-18,-0.0,12.35,1,25.49789621318373
344,BackS010396,-38.1037,1.328,2.379e-17,1.828e-17,7.894e-18,-0.001,13.47,1,25.44080604534005
345,BackS010411,-38.2677,1.3014,1.453e-17,1.128e-17,4.777e-18,-0.0,12.24,1,27.045522166022014
346,BackS010417,-38.0948,1.3498,7.183e-14,6.555e-14,4.031e-14,-0.001,13.55,1,45.97875569044005
347,BackS010418,-38.2666,1.2955,1.898e-17,1.443e-17,6.022e-18,0.0,12.06,1,26.083213773314206
348,BackS010430,-38.094,1.3602,1.294e-17,1.006e-17,4.569e-18,-0.0,13.8,1,27.20742292726728
349,BackS010445,-38.254,1.2692,1.891e-17,1.462e-17,6.4e-18,-0.001,11.78,1,25.81652939505822
350,BackS010447,-38.2595,1.2543,1.979e-17,1.532e-17,6.779e-18,0.0,11.7,1,26.664711058961572
351,BackS010453,-38.2549,1.2662,1.391e-17,1.095e-17,4.953e-18,-0.0,11.76,1,26.053310404127256
352,BackS010461,-38.2533,1.2499,2.708e-17,2.126e-17,9.242e-18,-0.001,11.59,1,24.938271604938272
353,BackS010469,-38.1265,1.3965,6.162e-14,5.093e-14,2.482e-14,0.0,14.09,1,44.276668290306866
354,BackS010472,-38.2338,1.2436,1.557e-17,1.201e-17,5.342e-18,0.0,11.61,1,25.934379457917263
355,BackS010502,-38.1828,1.2117,1.335e-17,1.01e-17,4.27e-18,-0.0,11.51,1,27.272727272727273
356,BackS010509,-38.168,1.2147,1.397e-18,2.161e-18,3.973e-18,-0.0,11.51,1,4.424434168897541
357,BackS010517,-38.1507,1.2169,1.538e-17,1.179e-17,4.869e-18,-0.0,11.74,1,27.977839335180054
358,BackS010522,-38.1366,1.2237,1.884e-17,1.439e-17,6.039e-18,0.0,11.84,1,24.455205811138015
359,BackS010534,-38.1007,1.2467,1.157e-17,9.179e-18,4.186e-18,0.0,12.1,1,25.214979195561718
360,BackS010538,-38.0945,1.2447,2.65e-17,2.065e-17,8.928e-18,0.001,12.09,1,25.787234042553187
361,BackS010547,-38.0747,1.27,8.542e-14,6.674e-14,2.984e-14,-0.0,12.51,1,43.43048256091734
362,BackS010561,-38.047,1.3131,1.207e-17,9.463e-18,4.249e-18,0.001,13.23,1,28.57591952216284
363,BackS010563,-38.3057,1.3187,1.036e-13,8.401e-14,3.974e-14,-0.001,12.48,1,42.2987436016752
364,BackS010566,-38.0589,1.3384,5.696e-17,4.278e-17,1.764e-17,-0.001,13.5,1,23.112128146453088
365,BackS010587,-38.3077,1.2185,2.014e-17,1.522e-17,6.365e-18,-0.0,11.55,1,26.023475522473518
366,BackS010597,-38.0995,1.4388,1.884e-17,1.433e-17,6.095e-18,-0.0,14.24,1,26.790450928381965
367,BackS010598,-38.0989,1.4538,2.345e-17,1.782e-17,7.398e-18,-0.0,14.31,1,26.571178018123355
368,BackS010603,-38.1284,1.4807,1.118e-13,8.85e-14,4.037e-14,-0.0,14.05,1,42.2987436016752
369,BackS010606,-38.1508,1.4683,7.24e-14,5.754e-14,2.653e-14,0.0,14.11,1,43.934267762203966
370,BackS010608,-38.166,1.4627,2.585e-17,1.976e-17,8.097e-18,0.0,14.21,1,26.917382291975123
371,BackS010610,-38.1783,1.4509,2.834e-17,2.172e-17,9.048e-18,0.0,14.05,1,25.81652939505822
372,BackS010826,-42.4371,2.3805,6.342e-14,4.996e-14,2.201e-14,-0.0,13.97,1,46.25954198473282
373,BackS011020,-42.2962,2.368,1.402e-17,1.101e-17,4.864e-18,0.0,14.0,1,27.404280976786254
374,BackS011035,-42.3664,2.3506,1.284e-17,1.019e-17,4.702e-18,0.001,14.5,1,27.537109966676766
375,BackS011063,-42.2072,2.4012,5.531e-17,4.165e-17,1.717e-17,-0.0,10.91,1,23.64109232769831
376,BackS011083,-42.2812,2.3918,1.495e-17,1.158e-17,5.053e-18,-0.0,12.65,1,27.671232876712324
377,BackS011134,-42.2501,2.3364,1.673e-17,1.251e-17,5.11e-18,-0.0,14.1,1,27.33834586466165
378,BackS011236,-42.2517,2.3804,8.742e-14,7.066e-14,3.351e-14,0.001,11.94,1,44.36310395314788
379,BackS011257,-42.237,2.3742,7.309e-14,6.626e-14,4.013e-14,-0.001,11.81,1,46.07197161682716
380,BackS011281,-42.2896,2.3888,6.483e-14,5.939e-14,3.587e-14,-0.0,12.94,1,45.79345088161209
381,BackS011288,-42.2909,2.3964,3.335e-14,3.116e-14,1.943e-14,0.0,12.71,1,49.05558553696708
382,BackS011412,-42.3277,2.3952,2.494e-17,1.898e-17,7.919e-18,0.001,13.27,1,25.327389244915018
383,BackS011414,-42.2086,2.3602,1.007e-17,7.89e-18,3.566e-18,-0.0,11.98,1,27.604008502884906
384,BackS011449,-42.348,2.3975,3.206e-17,2.472e-17,1.032e-17,0.001,13.43,1,24.324324324324323
385,BackS011457,-42.1662,2.3884,1.448e-17,1.132e-17,4.971e-18,0.0,11.11,1,27.110050700864896
386,BackS011467,-42.1518,2.4191,2.23e-17,1.71e-17,7.237e-18,0.001,10.62,1,26.173337172473364
387,BackS011474,-42.1515,2.4382,3.625e-17,2.739e-17,1.142e-17,0.001,10.51,1,25.15914752283421
388,BackS011480,-42.3746,2.3107,2.271e-17,1.739e-17,7.212e-18,0.0,14.45,1,26.696035242290748
389,BackS011495,-42.2207,2.4756,2.615e-17,1.999e-17,8.711e-18,-0.0,11.09,1,25.214979195561718
390,BackS011497,-42.3081,2.2929,5.222e-14,4.279e-14,2.091e-14,-0.0,13.83,1,46.07197161682716
391,BackS011511,-42.3188,2.4544,3.925e-17,3.001e-17,1.29e-17,-0.0,12.19,1,24.910934502603453
392,BackS011517,-42.1755,2.3281,1.67e-17,1.256e-17,5.191e-18,-0.001,12.16,1,25.670714487432928
393,BackS011518,-42.1771,2.3341,1.228e-17,9.352e-18,4.042e-18,-0.001,12.17,1,27.37127371273713
394,BackS011522,-42.1502,2.3468,1.619e-17,1.282e-17,5.614e-18,-0.001,11.78,1,26.981300089047195
395,BackS011523,-42.1444,2.3519,1.415e-17,1.087e-17,4.67e-18,0.0,11.75,1,27.637579811492852
396,BackS011550,-42.4522,2.2976,1.26e-13,1.001e-13,4.474e-14,-0.0,14.72,1,43.680922633349354
397,BackS011565,-42.1591,2.5082,3.189e-17,2.526e-17,1.132e-17,-0.0,10.86,1,23.616523772408417
398,BackS011581,-42.2787,2.4933,1.445e-17,1.137e-17,5.098e-18,0.0,11.86,1,26.917382291975123
399,BackS011587,-42.3432,2.4769,6.937e-14,6.022e-14,3.216e-14,0.001,12.27,1,45.42728635682159
400,BackS011595,-42.407,2.4439,1.69e-17,1.354e-17,6.251e-18,-0.0,13.17,1,26.386066763425255
401,BackS011602,-42.09,2.3594,2.741e-17,2.134e-17,8.994e-18,0.0,11.43,1,23.789583878565818
402,BackS011607,-42.0677,2.388,1.847e-17,1.446e-17,6.28e-18,-0.0,11.05,1,27.272727272727273
403,BackS011615,-42.4993,2.3376,4.02e-17,3.093e-17,1.308e-17,-0.0,14.43,1,24.938271604938272
404,BackS011616,-42.5056,2.3216,1.504e-17,1.19e-17,5.245e-18,-0.0,14.63,1,27.110050700864896
405,BackS011618,-42.0396,2.4523,3.07e-17,2.358e-17,9.555e-18,-0.0,10.46,1,26.416739319965124
406,BackS011628,-42.0597,2.4997,1.507e-17,1.171e-17,4.877e-18,0.0,10.49,1,26.949303290839016
407,BackS011634,-42.0957,2.5128,1.858e-17,1.424e-17,5.916e-18,0.001,10.52,1,26.294474978304887
408,BackS011636,-42.1995,2.372,6.725e-14,5.391e-14,2.523e-14,0.001,11.6,1,45.51827741612418
409,BackS011637,-42.3477,2.3976,2.311e-17,1.767e-17,7.622e-18,0.0,13.4,1,25.934379457917263
410,BackS011642,-42.1926,2.3837,1.7e-17,1.311e-17,5.655e-18,0.0,11.14,1,27.240035960443514
411,BackS011644,-42.17,2.3837,3.439e-17,2.624e-17,1.076e-17,0.0,11.24,1,25.327389244915018
412,BackS011647,-42.1787,2.3952,1.63e-17,1.264e-17,5.391e-18,-0.001,11.06,1,24.64082407156411
413,BackS011648,-42.3714,2.3825,1.954e-17,1.55e-17,7.107e-18,-0.001,14.02,1,25.214979195561718
414,BackS011660,-42.1599,2.4161,2.223e-17,1.669e-17,7.048e-18,0.001,10.83,1,26.26408552441491
415,BackS011701,-42.3128,2.2895,6.079e-14,5.528e-14,3.318e-14,0.0,13.71,1,45.97875569044005
416,BackS011724,-42.3445,2.4431,2.316e-17,1.799e-17,7.669e-18,0.0,12.56,1,26.416739319965124
417,BackS011747,-42.4276,2.3787,1.716e-17,1.296e-17,5.369e-18,-0.0,14.01,1,27.84073506891271
418,BackS011768,-42.0808,2.4658,2.274e-17,1.783e-17,7.878e-18,0.0,10.55,1,26.54014598540146
419,BackS011789,-42.1486,2.5038,1.326e-17,1.027e-17,4.442e-18,-0.001,10.6,1,25.84589138470287
420,BackS011804,-42.2279,2.5009,5.696e-14,4.559e-14,2.142e-14,-0.0,11.21,1,46.353901070882195
421,BackS011821,-42.33,2.4741,1.957e-17,1.519e-17,6.4e-18,-0.0,12.2,1,25.87532023911187
422,BackS011846,-42.0678,2.3841,1.066e-18,1.803e-18,3.909e-18,0.0,11.19,1,2.302606581047192
423,BackS011853,-42.043,2.4177,1.183e-17,9.365e-18,4.152e-18,-0.0,10.88,1,26.203516863649465
424,BackS011856,-42.4615,2.3394,1.974e-17,1.542e-17,6.731e-18,0.001,14.43,1,24.883657267998906
425,BackS011869,-42.4793,2.2951,1.938e-17,1.502e-17,6.613e-18,0.0,14.52,1,24.883657267998906
426,BackS011902,-43.3781,3.6557,9.603e-14,7.574e-14,3.536e-14,0.0,14.91,1,43.934267762203966
427,BackS011906,-43.3964,3.7246,1.16e-13,8.802e-14,3.649e-14,-0.0,13.64,1,42.53626579316799
428,BackS011911,-43.3756,3.6463,8.007e-14,6.433e-14,2.977e-14,0.0,16.81,1,45.066931085770946
429,BackS012043,-43.3714,3.6476,1.099e-13,8.541e-14,3.675e-14,0.0,17.19,1,41.75470831419384
430,BackS012049,-43.421,3.7306,7.703e-14,6.818e-14,3.776e-14,0.0,13.65,1,46.44864588656106
431,BackS012103,-43.3692,3.6495,7.283e-14,5.559e-14,2.31e-14,-0.001,15.95,1,44.88888888888889
432,BackS012301,-43.3096,3.6514,1.822e-17,1.444e-17,6.424e-18,0.0,17.42,1,25.728842343617323
433,BackS012354,-43.3863,3.6982,1.398e-13,1.079e-13,4.748e-14,0.001,13.64,1,42.2987436016752
434,BackS012393,-43.3482,3.6523,9.418e-14,7.986e-14,4.205e-14,0.001,16.4,1,44.44987775061125
435,BackS012434,-43.4194,3.6448,1.356e-17,1.083e-17,4.922e-18,-0.0,15.63,1,26.88553682342502
436,BackS012438,-43.3649,3.6623,1.011e-17,8.078e-18,3.641e-18,-0.0,14.35,1,27.50378214826021
437,BackS012440,-43.4138,3.6392,1.026e-13,8.648e-14,4.333e-14,-0.0,16.55,1,44.88888888888889
438,BackS012445,-43.3938,3.6511,2.906e-14,3.076e-14,2.497e-14,0.0,15.6,1,48.22281167108753
439,BackS012490,-43.3822,3.6766,2.253e-17,1.782e-17,7.964e-18,0.001,14.05,1,26.053310404127256
440,BackS012525,-43.376,3.6687,1.64e-17,1.32e-17,5.937e-18,0.0,14.53,1,27.272727272727273
441,BackS012538,-43.3842,3.6674,1.086e-13,9.287e-14,4.922e-14,0.0,14.43,1,42.857142857142854
442,BackS012620,-43.383,3.6902,1.966e-17,1.52e-17,6.537e-18,0.0,13.99,1,24.748162265178326
443,BackS012667,-43.3838,3.6827,2.969e-14,2.964e-14,2.152e-14,0.001,14.05,1,50.58430717863105
444,BackS012675,-43.3689,3.612,4.674e-17,3.555e-17,1.455e-17,0.001,17.51,1,24.09223429631593
445,BackS012743,-43.3868,3.7068,1.586e-17,1.206e-17,5.111e-18,0.0,14.12,1,27.874885004599815
446,BackS012757,-43.3668,3.6832,9.574e-14,7.625e-14,3.483e-14,0.0,15.06,1,42.37762237762237
447,BackS012773,-43.4109,3.6691,2.425e-17,1.847e-17,7.729e-18,0.001,15.24,1,25.214979195561718
448,BackS012781,-43.4229,3.7033,2.054e-17,1.566e-17,6.426e-18,-0.0,14.46,1,25.81652939505822
449,BackS012782,-43.4334,3.7122,3.63e-17,2.735e-17,1.127e-17,-0.0,14.3,1,25.904816186947848
450,BackS012783,-43.4262,3.7137,2.13e-17,1.692e-17,7.596e-18,-0.0,14.26,1,26.355465352276024
451,BackS012788,-43.3262,3.5751,6.156e-14,5.961e-14,3.936e-14,-0.0,17.73,1,45.70135746606335
452,BackS012797,-43.329,3.5494,1.818e-17,1.396e-17,6.233e-18,-0.0,18.06,1,25.15914752283421
453,BackS012798,-43.4284,3.7573,1.451e-17,1.15e-17,5.279e-18,-0.0,13.5,1,26.54014598540146
454,BackS012800,-43.427,3.759,4.437e-14,4.227e-14,2.765e-14,-0.0,13.51,1,47.12286158631415
455,BackS012803,-43.4226,3.7619,9.202e-14,6.891e-14,2.908e-14,0.001,13.44,1,42.456795889771136
456,BackS012815,-43.4046,3.7562,1.788e-17,1.407e-17,6.347e-18,0.002,13.73,1,24.402684563758392
457,BackS012819,-43.3936,3.7441,1.068e-13,8.276e-14,3.482e-14,0.0,13.96,1,43.43048256091734
458,BackS012820,-43.3947,3.7487,1.451e-17,1.139e-17,5.129e-18,-0.001,13.98,1,26.981300089047195
459,BackS012824,-43.3817,3.7358,2.961e-17,2.24e-17,9.136e-18,-0.0,14.29,1,23.965199050883207
460,BackS012826,-43.376,3.5712,6.322e-14,5.301e-14,2.612e-14,0.0,17.27,1,45.70135746606335
461,BackS012842,-43.422,3.6496,1.168e-17,9.314e-18,4.196e-18,0.0,15.76,1,28.04689910521444
462,BackS012843,-43.4217,3.6541,4.123e-17,3.162e-17,1.396e-17,-0.0,15.61,1,25.18703241895262
463,BackS012847,-43.4282,3.6686,2.192e-17,1.657e-17,6.932e-18,-0.0,15.35,1,26.88553682342502
464,BackS012855,-43.4417,3.7123,2.483e-17,1.893e-17,7.876e-18,-0.0,14.65,1,25.934379457917263
465,BackS012859,-43.3094,3.5667,1.227e-17,9.661e-18,4.356e-18,0.001,17.42,1,26.88553682342502
466,BackS012864,-43.4501,3.7616,2.83e-17,2.146e-17,8.876e-18,0.001,13.95,1,24.938271604938272
467,BackS012874,-43.3036,3.5019,1.226e-13,9.701e-14,4.401e-14,0.001,18.29,1,43.100995732574674
468,BackS012879,-43.4406,3.8017,2.06e-17,1.547e-17,6.573e-18,-0.001,13.43,1,25.18703241895262
469,BackS012897,-43.3529,3.5126,1.957e-17,1.507e-17,6.605e-18,0.001,17.76,1,24.22062350119904
470,BackS012898,-43.3565,3.5266,1.915e-17,1.486e-17,6.312e-18,-0.001,17.68,1,26.917382291975123
471,BackS012904,-43.3793,3.7546,1.403e-17,1.115e-17,5.064e-18,-0.0,14.42,1,27.33834586466165
472,BackS012905,-43.372,3.737,1.254e-17,9.745e-18,4.104e-18,-0.0,14.55,1,26.386066763425255
473,BackS012918,-43.3319,3.667,3.573e-17,2.758e-17,1.175e-17,0.0,15.77,1,24.748162265178326
474,BackS012924,-43.438,3.6758,1.642e-17,1.264e-17,5.434e-18,-0.0,15.35,1,26.113185866130422
475,BackS012928,-43.4522,3.7084,2.986e-17,2.326e-17,9.891e-18,-0.0,14.93,1,25.84589138470287
