,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Period,Absolute_Magnitude,Dist
601,BottomS071710,30.9616,-22.4089,9.65e-14,8.297e-14,4.256e-14,0.0,-9.8,1,44.44987775061125,-4.418866615619955,21434.144150919066
602,BottomS071791,30.6665,-22.2214,5.354e-14,4.892e-14,3.021e-14,0.001,-2.63,1,47.81693845344555,-4.618893942374913,22172.2519327696
604,BottomS072213,31.3525,-22.6399,7.652e-14,5.894e-14,2.441e-14,-0.001,-4.29,1,44.71224790949336,-4.434453267044827,24978.611924520683
605,BottomS072479,31.2428,-22.2184,9.86e-14,7.661e-14,3.252e-14,0.001,-7.96,1,44.71224790949336,-4.434453267044827,21909.40761558108
606,BottomS072507,30.8771,-22.5081,9.773e-14,7.541e-14,3.326e-14,-0.001,-8.32,1,43.26511185149929,-4.3484831041405485,24380.576885106417
607,BottomS072610,30.8907,-22.5439,1.248e-13,9.765e-14,4.22e-14,-0.0,-2.09,1,43.26511185149929,-4.3484831041405485,21425.073679903966
609,BottomS072721,32.5381,-24.9448,1.077e-13,9.323e-14,5.19e-14,-0.0,-14.72,1,43.26511185149929,-4.3484831041405485,21927.070139921085
611,BottomS072857,32.5698,-24.9593,6.073e-14,4.76e-14,2.187e-14,0.0,-18.44,1,46.92823954568921,-4.566098913565686,23886.200138096217
613,BottomS072873,32.5552,-24.9684,6.923e-14,5.468e-14,2.53e-14,-0.0,-17.03,1,45.70135746606335,-4.493213401752803,24237.010230951593
616,BottomS073016,32.4951,-24.9426,5.842e-14,5.607e-14,3.684e-14,0.0,-13.99,1,45.79345088161209,-4.498684404906516,23784.417491312135
617,BottomS073462,32.4651,-24.852,8.46e-14,7.68e-14,4.533e-14,0.001,-19.44,1,44.276668290306866,-4.4085767431254705,22544.00221426261
618,BottomS073948,32.6107,-24.7716,6.558e-14,6.444e-14,4.445e-14,-0.001,-19.03,1,45.60963371801304,-4.48776435947477,22466.739741200014
619,BottomS073957,32.8605,-25.251,6.994e-14,5.939e-14,3.09e-14,0.0,-20.3,1,45.79345088161209,-4.498684404906516,23110.063292871047
624,BottomS074521,29.4279,-21.386,1.179e-13,9.961e-14,5.127e-14,-0.0,-13.97,1,41.90871369294606,-4.267903417103019,23275.382212425535
626,BottomS074562,29.3753,-21.355,9.052e-14,7.071e-14,2.964e-14,0.001,-10.89,1,43.100995732574674,-4.338733440726919,25462.020356352437
628,BottomS074659,29.3509,-21.3338,5.56e-14,4.762e-14,2.532e-14,0.0,-10.53,1,46.73521850899743,-4.554632092684071,24198.545247124184
631,BottomS074756,29.4436,-21.3944,1.316e-13,1.097e-13,5.392e-14,0.0,-13.77,1,41.90871369294606,-4.267903417103019,22179.15406273702
642,BottomS074849,29.288,-21.2993,9.184e-14,7.894e-14,4.14e-14,0.0,-10.17,1,43.26511185149929,-4.3484831041405485,23829.22329477737
653,BottomS074942,29.3978,-21.3102,1.37e-13,1.1e-13,5.167e-14,0.001,-11.93,1,40.489977728285076,-4.183620421508859,24405.822403345224
657,BottomS074956,29.514,-21.364,5.206e-14,3.993e-14,1.659e-14,0.0,-13.41,1,46.92823954568921,-4.566098913565686,26079.59772225457
660,BottomS075009,29.4746,-21.3812,4.416e-14,4.296e-14,2.95e-14,-0.0,-13.8,1,47.81693845344555,-4.618893942374913,23660.33516771402
662,BottomS075035,29.5107,-21.4169,5.11e-14,4.721e-14,2.968e-14,-0.0,-14.27,1,46.165566277298126,-4.520790703073574,25268.97630959406
664,BottomS075075,29.3834,-21.4062,1.051e-13,8.209e-14,3.496e-14,-0.0,-12.08,1,42.93811998110534,-4.329057463952224,23896.051203777868
669,BottomS075146,29.5397,-21.4594,4.301e-14,4.145e-14,2.793e-14,-0.0,-14.03,1,48.531767218366255,-4.661359849453534,22938.11933580327
671,BottomS075333,29.8473,-18.4881,6.019e-14,5.848e-14,4.063e-14,0.0,-7.6,1,46.44864588656106,-4.537607642979658,22268.578577827182
672,BottomS075353,29.8446,-18.5126,5.617e-14,4.804e-14,2.5e-14,0.001,-6.99,1,47.61655316919853,-4.606989632869824,22683.166686887165
673,BottomS075585,29.8249,-18.4843,8.506e-14,7.868e-14,5.033e-14,0.001,-9.42,1,45.8859162039374,-4.5041775019649375,19951.66174989308
674,BottomS075771,29.893,-18.5546,1.29e-13,9.982e-14,4.324e-14,0.001,-5.97,1,43.347639484978544,-4.353385831880019,21071.638221779915
675,BottomS075935,29.8383,-18.4906,9.681e-14,8.877e-14,5.268e-14,-0.001,-7.02,1,44.19056878949927,-4.403461821090658,21092.884740613208
678,BottomS076132,29.8039,-18.4974,1.063e-13,8.176e-14,3.484e-14,-0.0,-8.59,1,43.18289786223278,-4.343599009095573,23546.700184765996
680,BottomS076202,29.8564,-18.5014,7.7e-14,6.984e-14,4.17e-14,0.001,-6.27,1,46.353901070882195,-4.531979127821563,20509.653381512842
682,BottomS076245,29.8333,-18.4865,9.408e-14,7.683e-14,3.731e-14,0.0,-8.4,1,43.513642891335564,-4.363247613575211,23747.11069192837
685,BottomS076374,28.4438,-21.5087,9.706e-14,7.881e-14,3.877e-14,0.0,-10.53,1,44.276668290306866,-4.4085767431254705,22254.660053067902
686,BottomS076490,28.4704,-21.4982,8.382e-14,6.421e-14,2.723e-14,-0.001,-10.56,1,44.44987775061125,-4.418866615619955,24364.940616402506
687,BottomS076573,28.4184,-21.3874,5.013e-14,4.669e-14,3.029e-14,-0.0,-7.66,1,47.220779220779214,-4.58347784859016,23640.09071460382
689,BottomS076805,28.4568,-21.4689,1.154e-13,8.778e-14,3.631e-14,0.0,-9.02,1,42.93811998110534,-4.329057463952224,23108.591729941294
692,BottomS076945,28.4873,-21.5077,7.259e-14,5.611e-14,2.354e-14,0.0,-10.4,1,44.01937046004842,-4.3932914240567875,26843.191744426007
695,BottomS076982,28.4933,-21.5233,6.802e-14,6.024e-14,3.279e-14,-0.0,-10.78,1,47.12286158631415,-4.577660845455133,20952.077685094246
696,BottomS077007,28.4002,-21.4512,1.122e-13,9.768e-14,5.146e-14,-0.001,-8.44,1,44.71224790949336,-4.434453267044827,19403.074044798137
700,BottomS077106,28.5219,-21.55,9.601e-14,7.423e-14,3.214e-14,0.001,-10.66,1,44.44987775061125,-4.418866615619955,22660.88996134972
703,BottomS077122,28.3598,-21.3664,6.603e-14,5.265e-14,2.428e-14,-0.0,-7.68,1,45.79345088161209,-4.498684404906516,24544.749820519075
710,BottomS077218,28.3623,-21.3512,1.028e-13,7.953e-14,3.481e-14,0.001,-7.5,1,43.513642891335564,-4.363247613575211,23340.5293828824
714,BottomS077426,32.4821,-25.4836,1.467e-13,1.166e-13,5.534e-14,-0.0,-7.02,1,43.59712230215827,-4.368206883650707,19166.69725047662
715,BottomS077593,32.5273,-25.5178,1.094e-13,9.873e-14,5.592e-14,0.0,-6.26,1,43.18289786223278,-4.343599009095573,21427.71823434995
721,BottomS077760,32.4717,-25.5209,9.457e-14,9.146e-14,6.048e-14,-0.001,-6.69,1,42.93811998110534,-4.329057463952224,22638.9181602667
722,BottomS077858,32.5571,-25.5289,5.583e-14,4.212e-14,1.762e-14,-0.0,-5.81,1,47.02534919813761,-4.571867916828682,25224.45898976163
726,BottomS077956,32.5822,-25.4823,8.783e-14,6.83e-14,2.879e-14,0.0,-6.12,1,44.01937046004842,-4.3932914240567875,24330.102363423663
740,BottomS078265,32.1077,-20.3001,8.042e-14,6.308e-14,2.831e-14,-0.0,-8.31,1,45.70135746606335,-4.493213401752803,22565.629682589788
741,BottomS078359,31.9786,-20.3186,1.232e-13,9.444e-14,4.075e-14,0.0,-11.43,1,43.849493487698986,-4.3831995250222135,20932.555351898292
742,BottomS078361,32.0135,-20.3316,6.435e-14,5.208e-14,2.372e-14,0.001,-10.51,1,44.62444771723122,-4.429237311855191,26732.886610054647
743,BottomS078399,31.9882,-20.3526,9.582e-14,8.509e-14,4.744e-14,0.0,-12.04,1,44.36310395314788,-4.413711635573304,21291.43438147105
750,BottomS078715,31.99,-20.2988,1.135e-13,8.884e-14,3.777e-14,0.0,-10.5,1,43.43048256091734,-4.358307299142622,22209.66845619843
753,BottomS078761,32.0472,-20.3559,1.349e-13,1.182e-13,6.394e-14,0.0,-9.86,1,41.98614318706697,-4.272503279145292,21253.948413897688
759,BottomS078832,31.8741,-20.3567,6.492e-14,4.98e-14,2.078e-14,-0.0,-12.38,1,45.51827741612418,-4.482337146109218,25716.789827024397
768,BottomS078888,32.0933,-20.2594,6.518e-14,6.122e-14,3.744e-14,-0.001,-9.05,1,47.41784037558685,-4.5951846811905455,20368.59142743113
771,BottomS078922,32.0071,-20.3625,4.622e-14,4.129e-14,2.31e-14,-0.0,-10.72,1,48.635634028892454,-4.667530275912027,22819.830833310036
780,BottomS079019,32.1684,-20.3286,6.578e-14,6.827e-14,5.294e-14,0.001,-8.15,1,45.60963371801304,-4.48776435947477,21827.443304386492
781,BottomS079044,31.9068,-20.289,7.076e-14,5.76e-14,2.765e-14,0.0,-11.32,1,46.44864588656106,-4.537607642979658,22438.040976517303
783,BottomS079143,29.6229,-23.463,5.875e-14,5.914e-14,4.36e-14,0.001,-11.22,1,45.2463912394226,-4.466185175620102,24041.7873833988
784,BottomS079144,29.748,-23.5568,1.214e-13,1.024e-13,5.218e-14,0.0,-9.79,1,43.18289786223278,-4.343599009095573,21040.231654987063
788,BottomS079531,29.7326,-23.56,1.205e-13,9.434e-14,4.035e-14,-0.0,-10.17,1,42.696101456082665,-4.314679844165116,22662.725682365293
789,BottomS079561,29.7307,-23.5526,5.523e-14,5.756e-14,4.468e-14,0.0,-10.67,1,46.543778801843324,-4.543259214011419,22300.263790541056
790,BottomS079566,29.7866,-23.5625,6.494e-14,4.963e-14,2.082e-14,0.001,-7.42,1,47.12286158631415,-4.577660845455133,23083.275752271074
791,BottomS079574,29.7247,-23.5708,1.337e-13,1.156e-13,6.217e-14,0.001,-11.02,1,42.53626579316799,-4.305184470248627,20698.022172042874
792,BottomS079575,29.7147,-23.5144,1.073e-13,8.115e-14,3.362e-14,0.0,-11.04,1,43.01940369143398,-4.333886293819198,23900.808433940005
793,BottomS079614,29.7649,-23.5521,1.277e-13,1.096e-13,5.704e-14,0.001,-7.71,1,43.100995732574674,-4.338733440726919,20451.633553595548
795,BottomS079651,29.7845,-23.5981,8.321e-14,7.125e-14,3.742e-14,-0.001,-7.4,1,45.51827741612418,-4.482337146109218,21500.02637111914
797,BottomS079660,29.7046,-23.5111,5.789e-14,5.14e-14,3.034e-14,0.001,-10.91,1,47.71653543307086,-4.612929289659633,21779.795400400923
799,BottomS079668,29.7984,-23.6295,1.168e-13,9.266e-14,4.143e-14,-0.0,-7.78,1,41.90871369294606,-4.267903417103019,24132.490478727694
807,BottomS079704,29.652,-23.5466,7.473e-14,5.926e-14,2.689e-14,-0.001,-9.91,1,44.62444771723122,-4.429237311855191,25061.122565969206
808,BottomS079707,29.8686,-23.5955,9.515e-14,7.673e-14,3.667e-14,0.0,-8.41,1,43.347639484978544,-4.353385831880019,24033.913011980934
811,BottomS079725,29.7251,-23.5374,1.098e-13,8.426e-14,3.586e-14,0.0,-11.05,1,42.06385932438686,-4.277120169830017,25039.703827842666
813,BottomS079750,29.7851,-23.6053,6.716e-14,5.217e-14,2.36e-14,-0.0,-7.8,1,44.800394282897976,-4.439689787853742,26390.321905226756
816,BottomS079779,29.7728,-23.6171,1.204e-13,1.066e-13,6.049e-14,-0.001,-8.39,1,44.01937046004842,-4.3932914240567875,19474.920147690777
821,BottomS079937,36.4825,-23.6217,6.776e-14,5.217e-14,2.213e-14,0.0,-8.19,1,45.79345088161209,-4.498684404906516,24657.40560384325
822,BottomS080079,36.538,-23.6037,5.601e-14,5.545e-14,3.992e-14,0.001,-9.97,1,47.51698902247779,-4.601074815209297,21257.48186037881
823,BottomS080150,36.4191,-23.5884,1.033e-13,8.759e-14,4.608e-14,-0.001,-7.44,1,43.7650457390467,-4.378182728800164,21861.57123888723
824,BottomS080326,36.4716,-23.5708,9.013e-14,6.808e-14,2.811e-14,-0.0,-7.96,1,44.97773379515091,-4.450225014775586,22823.262173259056
825,BottomS080358,36.4943,-23.62,7.696e-14,6.39e-14,3.21e-14,-0.0,-9.61,1,44.800394282897976,-4.439689787853742,23845.403568506583
827,BottomS080476,36.4186,-23.6514,6.996e-14,6.449e-14,3.75e-14,0.0,-7.68,1,47.61655316919853,-4.606989632869824,19577.579449709217
828,BottomS080502,36.4848,-23.595,4.554e-14,4.731e-14,3.727e-14,0.001,-8.93,1,47.12286158631415,-4.577660845455133,23642.483969926856
829,BottomS080623,36.4801,-23.5888,6.399e-14,5.984e-14,3.805e-14,0.0,-8.8,1,45.42728635682159,-4.476931630748126,23606.869117537735
831,BottomS080753,36.4767,-23.6702,7.028e-14,6.594e-14,4.179e-14,-0.0,-9.04,1,45.33665835411471,-4.471547683528126,22628.28744120368
832,BottomS080762,36.4664,-23.6796,5.482e-14,4.332e-14,1.903e-14,-0.0,-8.82,1,46.63930220625962,-4.548933982871939,25538.11184179218
834,BottomS080782,36.5694,-23.5858,7.595e-14,6.671e-14,3.798e-14,-0.0,-9.98,1,46.165566277298126,-4.520790703073574,21257.352688438405
835,BottomS080793,36.6166,-23.6208,5.303e-14,4.625e-14,2.513e-14,-0.0,-10.65,1,47.31910463300365,-4.589319076621118,23593.077437518063
839,BottomS080823,36.6307,-23.7329,7.365e-14,6.54e-14,3.732e-14,0.0,-10.59,1,45.42728635682159,-4.476931630748126,22581.11125379106
877,BottomS081520,33.0897,-23.7946,1.094e-13,9.751e-14,5.672e-14,-0.0,-12.81,1,42.77647058823529,-4.319454341590889,22169.10962664289
878,BottomS081621,33.0638,-23.7546,1.147e-13,9.379e-14,4.457e-14,0.001,-9.68,1,42.857142857142854,-4.324246847493517,22480.103598301688
881,BottomS081712,33.0201,-23.7546,6.174e-14,5.068e-14,2.555e-14,-0.001,-9.88,1,46.73521850899743,-4.554632092684071,23456.631788812614
886,BottomS081926,33.1232,-23.8167,4.937e-14,3.831e-14,1.662e-14,-0.001,-12.68,1,46.92823954568921,-4.566098913565686,26625.297385098875
896,BottomS081991,33.1843,-23.8685,1.046e-13,8.595e-14,4.226e-14,-0.0,-13.64,1,43.18289786223278,-4.343599009095573,22965.587237196585
898,BottomS082004,32.915,-23.6687,1.307e-13,1.155e-13,6.622e-14,0.0,-8.66,1,43.100995732574674,-4.338733440726919,19922.428989487795
902,BottomS082043,32.9981,-23.7062,1.296e-13,1.055e-13,5.055e-14,0.001,-10.09,1,42.14186369958275,-4.281754183892339,22258.540199672985
921,BottomS082230,32.9904,-23.6958,9.323e-14,7.065e-14,2.919e-14,0.0,-10.09,1,44.71224790949336,-4.434453267044827,22814.832433349406
927,BottomS082305,32.8642,-23.6275,1.174e-13,8.941e-14,3.631e-14,-0.0,-8.63,1,41.98614318706697,-4.272503279145292,24437.417748155163
928,BottomS082511,34.9013,-20.4443,1.11e-13,8.742e-14,3.789e-14,-0.0,-8.47,1,42.06385932438686,-4.277120169830017,24582.979218041735
930,BottomS082763,34.8839,-20.4433,1.182e-13,9.866e-14,4.895e-14,0.0,-7.39,1,43.43048256091734,-4.358307299142622,21075.398486411355
931,BottomS082790,34.9079,-20.4658,1.086e-13,8.547e-14,3.812e-14,-0.0,-6.39,1,44.536991670749636,-4.424041801369876,20992.89083151234
933,BottomS082850,34.9198,-20.4319,7.197e-14,6.995e-14,4.818e-14,-0.0,-8.37,1,45.97875569044005,-4.509692827033713,21026.14848632176
936,BottomS082909,34.9131,-20.4843,9.844e-14,8.271e-14,4.193e-14,0.0,-6.81,1,44.536991670749636,-4.424041801369876,21340.278796955627
939,BottomS082987,34.8749,-20.3966,4.574e-14,4.728e-14,3.602e-14,0.001,-8.55,1,47.220779220779214,-4.58347784859016,23492.127095539447
941,BottomS083061,34.9551,-20.5353,1.268e-13,9.63e-14,4.014e-14,-0.0,-6.76,1,41.75470831419384,-4.258754403486556,23922.670288243997
943,BottomS083085,34.8981,-20.443,1.143e-13,8.746e-14,3.68e-14,0.0,-0.18,1,43.513642891335564,-4.363247613575211,22257.247578791463
947,BottomS083122,34.9794,-20.5209,4.493e-14,3.511e-14,1.547e-14,0.001,-7.1,1,47.81693845344555,-4.618893942374913,26172.042332172678
950,BottomS083165,35.034,-20.421,1.34e-13,1.204e-13,7.047e-14,-0.0,-8.5,1,41.224489795918366,-4.227255656607017,22184.974212524492
959,BottomS083364,28.134,-25.3579,1.167e-13,9.495e-14,4.639e-14,0.0,-16.82,1,43.18289786223278,-4.343599009095573,21850.078969514023
960,BottomS083425,28.1237,-25.3263,9.996e-14,8.096e-14,3.791e-14,-0.0,-15.32,1,44.01937046004842,-4.3932914240567875,22346.99018375854
961,BottomS083580,28.1149,-25.3375,9.916e-14,8.593e-14,4.64e-14,0.001,-16.69,1,43.59712230215827,-4.368206883650707,22326.680228081117
966,BottomS083762,28.1062,-25.3583,8.118e-14,7.124e-14,3.893e-14,0.001,-16.88,1,44.62444771723122,-4.429237311855191,22857.00844104829
967,BottomS083910,28.1339,-25.3366,6.252e-14,4.943e-14,2.196e-14,-0.0,-13.81,1,47.51698902247779,-4.601074815209297,22514.75819998356
973,BottomS083966,28.1746,-25.2238,5.17e-14,5.238e-14,3.822e-14,-0.001,-14.04,1,46.44864588656106,-4.537607642979658,23529.53970837734
986,BottomS084100,28.0697,-25.4279,8.5e-14,7.001e-14,3.388e-14,-0.0,-17.29,1,44.88888888888889,-4.444946996152272,22643.65154684116
989,BottomS084174,28.2321,-25.4134,8.102e-14,6.156e-14,2.562e-14,0.001,-15.95,1,44.62444771723122,-4.429237311855191,24588.500152980872
990,BottomS084180,28.2499,-25.4063,9.155e-14,7.169e-14,3.187e-14,0.001,-15.57,1,43.100995732574674,-4.338733440726919,25287.389000779207
996,BottomS084294,35.7017,-21.4525,8.835e-14,7.204e-14,3.341e-14,0.001,-12.78,1,44.62444771723122,-4.429237311855191,22729.74125791546
997,BottomS084409,35.6315,-21.4473,9.668e-14,7.679e-14,3.606e-14,-0.0,-12.35,1,45.8859162039374,-4.5041775019649375,20195.700206610993
999,BottomS084593,35.6827,-21.4477,1.228e-13,9.556e-14,4.246e-14,0.0,-12.75,1,41.52581087254454,-4.245156269269487,24394.043550605256
1000,BottomS084654,35.6504,-21.3967,9.074e-14,7.783e-14,4.043e-14,-0.0,-13.02,1,45.33665835411471,-4.471547683528126,20828.24334192176
1001,BottomS084663,35.6866,-21.4882,8.162e-14,7.584e-14,4.568e-14,0.001,-12.52,1,44.276668290306866,-4.4085767431254705,22686.23707770864
1002,BottomS084666,35.6841,-21.4739,9.704e-14,8.451e-14,4.592e-14,0.001,-12.46,1,42.61603375527426,-4.309923253902683,24075.99930943124
1004,BottomS084693,35.654,-21.3854,5.505e-14,5.519e-14,3.985e-14,0.0,-13.06,1,45.2463912394226,-4.466185175620102,24887.267461999152
1005,BottomS084694,35.6869,-21.4837,1.02e-13,8.223e-14,3.944e-14,-0.0,-12.22,1,43.100995732574674,-4.338733440726919,23611.204054243404
1006,BottomS084695,35.6646,-21.3934,9.301e-14,7.11e-14,2.953e-14,0.0,-13.21,1,42.77647058823529,-4.319454341590889,25961.993021155933
1009,BottomS084826,35.6202,-21.3337,7.402e-14,5.765e-14,2.519e-14,0.0,-13.29,1,44.276668290306866,-4.4085767431254705,26020.280419333034
1016,BottomS084901,35.7728,-21.534,9.157e-14,7.29e-14,3.313e-14,-0.0,-12.69,1,44.276668290306866,-4.4085767431254705,23139.17466136188
1019,BottomS084909,35.5455,-21.3516,6.803e-14,5.388e-14,2.508e-14,-0.001,-12.82,1,44.88888888888889,-4.444946996152272,25811.46818494478
1043,BottomS085716,31.5101,-23.2704,4.368e-14,4.166e-14,2.79e-14,-0.001,-13.63,1,47.51698902247779,-4.601074815209297,24524.657988500327
1046,BottomS085775,31.5176,-23.2884,9.176e-14,7.229e-14,3.4e-14,0.0,-4.88,1,44.71224790949336,-4.434453267044827,22554.55454244209
1052,BottomS085857,31.3565,-23.2883,7.101e-14,6.11e-14,3.331e-14,-0.0,-15.12,1,46.63930220625962,-4.548933982871939,21503.660928809983
1055,BottomS085868,31.6777,-23.2965,4.463e-14,3.572e-14,1.617e-14,-0.001,-12.1,1,47.81693845344555,-4.618893942374913,25947.60653274648
1067,BottomS113153,-26.4036,35.182,7.061e-14,5.802e-14,2.825e-14,-0.0,47.21,1,45.8859162039374,-4.5041775019649375,23233.914497259517
1068,BottomS113157,-26.3973,35.1953,1.001e-13,7.822e-14,3.448e-14,0.0,47.37,1,43.347639484978544,-4.353385831880019,23803.90335018865
1073,BottomS113247,-26.2992,35.0525,5.242e-14,4.829e-14,3.015e-14,0.001,49.45,1,47.51698902247779,-4.601074815209297,22778.96512550621
1083,BottomS113338,-26.4851,35.0895,7.173e-14,5.54e-14,2.358e-14,0.0,47.27,1,44.62444771723122,-4.429237311855191,25919.490581286595
1085,BottomS113348,-26.2867,35.2123,6.826e-14,5.327e-14,2.457e-14,0.0,48.95,1,45.2463912394226,-4.466185175620102,25331.80077442328
1105,BottomS113796,-27.5897,35.2382,1.527e-13,1.334e-13,7.279e-14,0.0,51.66,1,40.20344980097302,-4.166598627012364,22600.74585592844
1107,BottomS113948,-27.4894,35.3422,8.947e-14,8.532e-14,5.421e-14,-0.0,53.65,1,43.513642891335564,-4.363247613575211,22534.647544065294
1108,BottomS113993,-27.4959,35.3573,7.061e-14,6.311e-14,3.612e-14,-0.0,53.88,1,45.2463912394226,-4.466185175620102,23273.318989969222
1110,BottomS114018,-27.5007,35.3482,1.179e-13,9.339e-14,4.292e-14,-0.001,53.23,1,41.299409359382096,-4.231706410936657,25060.8967272334
1111,BottomS114020,-27.5015,35.3724,6.972e-14,5.554e-14,2.533e-14,0.0,53.45,1,46.353901070882195,-4.531979127821563,22998.9229550835
1113,BottomS114069,-27.4838,35.3164,5.254e-14,4.139e-14,1.844e-14,0.001,52.89,1,46.83153013910355,-4.560353687750451,25785.493220007804
1114,BottomS114075,-27.5241,35.3854,7.713e-14,5.838e-14,2.425e-14,0.001,53.23,1,44.36310395314788,-4.413711635573304,25704.676166080597
1116,BottomS114091,-27.5154,35.3525,1.03e-13,7.753e-14,3.192e-14,0.0,52.29,1,43.18289786223278,-4.343599009095573,24180.518183618162
1117,BottomS114092,-27.5482,35.3261,9.209e-14,8.357e-14,5.042e-14,-0.001,51.69,1,43.347639484978544,-4.353385831880019,23029.360750531792
1118,BottomS114113,-27.5459,35.3309,7.463e-14,6.44e-14,3.511e-14,-0.001,51.99,1,45.60963371801304,-4.48776435947477,22473.715906479505
1120,BottomS114140,-27.5254,35.3302,5.276e-14,4.578e-14,2.503e-14,0.0,52.07,1,48.428343100692594,-4.655215722095557,21981.34409723897
1130,BottomS114350,-27.5461,35.4972,9.85e-14,8.134e-14,3.847e-14,-0.0,53.51,1,44.97773379515091,-4.450225014775586,20880.236268423298
1131,BottomS114359,-27.406,35.1884,7.843e-14,6.827e-14,3.611e-14,-0.0,52.93,1,45.60963371801304,-4.48776435947477,21827.443304386492
1132,BottomS114360,-27.3886,35.1737,9.078e-14,7.252e-14,3.265e-14,-0.0,52.96,1,44.36310395314788,-4.413711635573304,23062.972677847807
1142,BottomS114484,-27.152,33.3647,6.009e-14,4.614e-14,1.965e-14,0.001,48.56,1,44.71224790949336,-4.434453267044827,28231.540149335706
1143,BottomS114569,-27.2975,33.6501,1.172e-13,9.097e-14,3.907e-14,0.0,52.11,1,42.53626579316799,-4.305184470248627,23332.359940240487
1144,BottomS114630,-27.1679,33.4504,9.016e-14,7.223e-14,3.374e-14,0.0,50.56,1,45.70135746606335,-4.493213401752803,21087.95623956051
1148,BottomS115066,-27.1812,33.3486,1.19e-13,9.875e-14,4.901e-14,-0.001,48.44,1,43.513642891335564,-4.363247613575211,20946.31551619648
1149,BottomS115102,-27.1913,33.4024,8.463e-14,6.391e-14,2.637e-14,0.001,48.91,1,44.104803493449786,-4.398366753192807,25005.308365063032
1150,BottomS115106,-27.2,33.4054,1.146e-13,9.207e-14,4.33e-14,0.001,49.22,1,43.26511185149929,-4.3484831041405485,22064.76855561621
1159,BottomS115224,-27.2325,33.2959,6.97e-14,5.784e-14,3.001e-14,0.001,49.06,1,45.156482861400896,-4.4608439792189145,24460.41765630628
1164,BottomS115354,-27.1982,33.3132,6.265e-14,4.917e-14,2.158e-14,0.0,48.73,1,45.97875569044005,-4.509692827033713,25078.611189352592
